master_id,area_code,area,subarea,artifact_type,artifact_group,artifact_order,origin,title,content,evidence_level,evidence_basis,source_ids,source_urls,public_claim,caveat,status,audience_priority,funnel_stage,campaign_pillar,claim_class,claim_risk,go_live_rule,recommended_usage,naming_normalized
MI-074,COPY,Copy,Campanha e Produto,COPY,Biblioteca de Copy,7,TEXTO GERADO,Headline neurodivergência,Um sistema que se adapta ao trabalho cognitivo — não o contrário.,COPY,,,,Pronto para testes A/B.,Claims de ciência/metodologia devem apontar para página de evidências.,ATIVO,P1 — Profissional neurodivergente multiprojeto,TOFU/MOFU — Aquisição,P4 — IA com método,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Ads/site/CRM/UX,Um sistema que se adapta ao trabalho cognitivo — não o contrário.
MI-075,COPY,Copy,Campanha e Produto,COPY,Biblioteca de Copy,8,TEXTO GERADO,Headline workflow,"Do entregável à próxima ação, sem reconstruir o projeto na cabeça.",COPY,,,,Pronto para testes A/B.,Claims de ciência/metodologia devem apontar para página de evidências.,ATIVO,P1 + P2 — Multiprojeto / knowledge worker,TOFU/MOFU — Aquisição,P4 — IA com método,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Ads/site/CRM/UX,"Do entregável à próxima ação, sem reconstruir o projeto na cabeça."
MI-076,COPY,Copy,Campanha e Produto,COPY,Biblioteca de Copy,9,TEXTO GERADO,Headline personalização,Você não precisa construir um sistema para começar a trabalhar.,COPY,,,,Pronto para testes A/B.,Claims de ciência/metodologia devem apontar para página de evidências.,ATIVO,P2 — Knowledge worker sobrecarregado,TOFU/MOFU — Aquisição,P2 — Próxima ação clara,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Ads/site/CRM/UX,Você não precisa construir um sistema para começar a trabalhar.
MI-077,COPY,Copy,Campanha e Produto,COPY,Biblioteca de Copy,10,TEXTO GERADO,CTA primário,Pare de organizar. Comece a executar.,COPY,,,,Pronto para testes A/B.,Claims de ciência/metodologia devem apontar para página de evidências.,ATIVO,P2 — Knowledge worker sobrecarregado,BOFU — Conversão,P1 — Menos trabalho antes do trabalho,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Ads/site/CRM/UX,Pare de organizar. Comece a executar.
MI-078,COPY,Copy,Campanha e Produto,COPY,Biblioteca de Copy,11,TEXTO GERADO,CTA metodologia,Veja por que cada funcionalidade existe.,COPY,,,,Pronto para testes A/B.,Claims de ciência/metodologia devem apontar para página de evidências.,ATIVO,P2 — Knowledge worker sobrecarregado,BOFU — Conversão,P5 — Transparência e confiança,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Ads/site/CRM/UX,Veja por que cada funcionalidade existe.
MI-079,COPY,Copy,Campanha e Produto,COPY,Biblioteca de Copy,12,TEXTO GERADO,CTA prova,Conheça a metodologia do Executor.,COPY,,,,Pronto para testes A/B.,Claims de ciência/metodologia devem apontar para página de evidências.,ATIVO,P2 — Knowledge worker sobrecarregado,BOFU — Conversão,P5 — Transparência e confiança,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Ads/site/CRM/UX,Conheça a metodologia do Executor.
MI-080,COPY,Copy,Campanha e Produto,COPY,Biblioteca de Copy,13,TEXTO GERADO,Microcopy ação,Agora: faça isto.,COPY,,,,Pronto para testes A/B.,Claims de ciência/metodologia devem apontar para página de evidências.,ATIVO,P2 — Knowledge worker sobrecarregado,ACT — Ativação/Produto,P2 — Próxima ação clara,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Ads/site/CRM/UX,Agora: faça isto.
MI-081,COPY,Copy,Campanha e Produto,COPY,Biblioteca de Copy,14,TEXTO GERADO,Microcopy retomada,Você parou aqui. Continue deste ponto.,COPY,,,,Pronto para testes A/B.,Claims de ciência/metodologia devem apontar para página de evidências.,ATIVO,P2 — Knowledge worker sobrecarregado,ACT — Ativação/Produto,P3 — Contexto preservado,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Ads/site/CRM/UX,Você parou aqui. Continue deste ponto.
MI-082,COPY,Copy,Campanha e Produto,COPY,Biblioteca de Copy,15,TEXTO GERADO,Microcopy prioridade,Nós organizamos a sequência. Você decide quando executar.,COPY,,,,Pronto para testes A/B.,Claims de ciência/metodologia devem apontar para página de evidências.,ATIVO,P2 — Knowledge worker sobrecarregado,ACT — Ativação/Produto,P1 — Menos trabalho antes do trabalho,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Ads/site/CRM/UX,Nós organizamos a sequência. Você decide quando executar.
MI-083,COPY,Copy,Campanha e Produto,COPY,Biblioteca de Copy,16,TEXTO GERADO,Microcopy explicabilidade,Por que esta ação vem agora? Ver critérios.,COPY,,,,Pronto para testes A/B.,Claims de ciência/metodologia devem apontar para página de evidências.,ATIVO,P2 — Knowledge worker sobrecarregado,ACT — Ativação/Produto,P2 — Próxima ação clara,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Ads/site/CRM/UX,Por que esta ação vem agora? Ver critérios.
MI-084,SCRIPT,Roteiros,Campanha split view,ROTEIRO,Filme Split View 30s,1,TEXTO GERADO,00–04s,"Tela dividida. Esquerda em P&B: usuário abre app, cria tags, cores e campos. Direita em cor: usuário abre Executor e vê “Próxima ação”. Timer inicia nos dois lados.",COPY/AUDIOVISUAL,,,,Pronto para storyboard.,Evitar representar neurodivergência como caricatura visual.,ATIVO,P2 — Knowledge worker sobrecarregado,TOFU/MOFU — Aquisição,P4 — IA com método,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Vídeo/ads,"Tela dividida. Esquerda em P&B: usuário abre app, cria tags, cores e campos. Direita em cor: usuário abre Executar e vê “Próxima ação”. Timer inicia nos dois lados."
MI-085,SCRIPT,Roteiros,Campanha split view,ROTEIRO,Filme Split View 30s,2,TEXTO GERADO,04–09s,Esquerda: reorganiza prioridades e move cards. Direita: inicia a ação. Super: “Organizar também custa atenção.”,COPY/AUDIOVISUAL,,,,Pronto para storyboard.,Evitar representar neurodivergência como caricatura visual.,ATIVO,P2 — Knowledge worker sobrecarregado,TOFU/MOFU — Aquisição,P4 — IA com método,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Vídeo/ads,Esquerda: reorganiza prioridades e move cards. Direita: inicia a ação. Super: “Organizar também custa atenção.”
MI-086,SCRIPT,Roteiros,Campanha split view,ROTEIRO,Filme Split View 30s,3,TEXTO GERADO,09–15s,Esquerda: continua configurando. Direita: conclui primeira ação; a próxima aparece preservando contexto. Super: “Menos sistema.”,COPY/AUDIOVISUAL,,,,Pronto para storyboard.,Evitar representar neurodivergência como caricatura visual.,ATIVO,P2 — Knowledge worker sobrecarregado,TOFU/MOFU — Aquisição,P3 — Contexto preservado,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Vídeo/ads,Esquerda: continua configurando. Direita: conclui primeira ação; a próxima aparece preservando contexto. Super: “Menos sistema.”
MI-087,SCRIPT,Roteiros,Campanha split view,ROTEIRO,Filme Split View 30s,4,TEXTO GERADO,15–21s,Close no Executor: Projeto → Entregável → Workflow → Tarefa → Ação. Voz: “O Executor estrutura o trabalho para você encontrar o que fazer agora.”,COPY/AUDIOVISUAL,,,,Pronto para storyboard.,Evitar representar neurodivergência como caricatura visual.,ATIVO,P1 + P2 — Multiprojeto / knowledge worker,TOFU/MOFU — Aquisição,P4 — IA com método,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Vídeo/ads,Close no Executor: Projeto → Entregável → Workflow → Tarefa → Ação. Voz: “O Executar estrutura o trabalho para você encontrar o que fazer agora.”
MI-088,SCRIPT,Roteiros,Campanha split view,ROTEIRO,Filme Split View 30s,5,TEXTO GERADO,21–26s,"Tela mostra explicação de prioridade e fonte metodológica. Voz: “IA orientada por gestão de projetos, processos e princípios de design cognitivo.”",COPY/AUDIOVISUAL,,,,Pronto para storyboard.,Evitar representar neurodivergência como caricatura visual.,ATIVO,P1 + P2 — Multiprojeto / knowledge worker,TOFU/MOFU — Aquisição,P5 — Transparência e confiança,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Vídeo/ads,"Tela mostra explicação de prioridade e fonte metodológica. Voz: “IA orientada por gestão de projetos, processos e princípios de design cognitivo.”"
MI-089,SCRIPT,Roteiros,Campanha split view,ROTEIRO,Filme Split View 30s,6,TEXTO GERADO,26–30s,Split termina. Pessoa do lado Executor fecha o app e continua o trabalho. Packshot: “O aplicativo desenhado para você sair dele.” CTA: “Execute.”,COPY/AUDIOVISUAL,,,,Pronto para storyboard.,Evitar representar neurodivergência como caricatura visual.,ATIVO,P2 — Knowledge worker sobrecarregado,TOFU/MOFU — Aquisição,P1 — Menos trabalho antes do trabalho,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Vídeo/ads,Split termina. Pessoa do lado Executar fecha o app e continua o trabalho. Packshot: “O aplicativo desenhado para você sair dele.” CTA: “Execute.”
MI-090,SCRIPT,Roteiros,Manifesto institucional,ROTEIRO,Filme Manifesto 60s,1,TEXTO GERADO,00–07s,"Montagem rápida de listas, dashboards, etiquetas, notificações e configurações. Voz: “Quando a ferramenta de produtividade vira mais uma coisa para administrar, alguma coisa saiu do lugar.”",COPY/AUDIOVISUAL,,,,Pronto para produção conceitual.,Substituir “capacidade” por “tempo e atenção” se testes jurídicos pedirem claim menos cognitivo.,ATIVO,P2 — Knowledge worker sobrecarregado,TOFU/MOFU — Aquisição,P1 — Menos trabalho antes do trabalho,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Vídeo/ads,"Montagem rápida de listas, dashboards, etiquetas, notificações e configurações. Voz: “Quando a ferramenta de produtividade vira mais uma coisa para administrar, alguma coisa saiu do lugar.”"
MI-091,SCRIPT,Roteiros,Manifesto institucional,ROTEIRO,Filme Manifesto 60s,2,TEXTO GERADO,07–14s,Interface some. Um projeto complexo aparece como bloco único. Voz: “Planejar importa. Mas reconstruir o plano toda vez não deveria depender da sua memória.”,COPY/AUDIOVISUAL,,,,Pronto para produção conceitual.,Substituir “capacidade” por “tempo e atenção” se testes jurídicos pedirem claim menos cognitivo.,ATIVO,P1 + P2 — Multiprojeto / knowledge worker,TOFU/MOFU — Aquisição,P4 — IA com método,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Vídeo/ads,Interface some. Um projeto complexo aparece como bloco único. Voz: “Planejar importa. Mas reconstruir o plano toda vez não deveria depender da sua memória.”
MI-092,SCRIPT,Roteiros,Manifesto institucional,ROTEIRO,Filme Manifesto 60s,3,TEXTO GERADO,14–22s,"Executor decompõe visualmente o projeto em entregáveis, workflows, tarefas e ações. Voz: “O Executor transforma objetivos em uma estrutura executável.”",COPY/AUDIOVISUAL,,,,Pronto para produção conceitual.,Substituir “capacidade” por “tempo e atenção” se testes jurídicos pedirem claim menos cognitivo.,ATIVO,P1 + P2 — Multiprojeto / knowledge worker,TOFU/MOFU — Aquisição,P4 — IA com método,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Vídeo/ads,"Executar decompõe visualmente o projeto em entregáveis, workflows, tarefas e ações. Voz: “O Executar transforma objetivos em uma estrutura executável.”"
MI-093,SCRIPT,Roteiros,Manifesto institucional,ROTEIRO,Filme Manifesto 60s,4,TEXTO GERADO,22–30s,Agente sugere sequência e mostra “por quê”. Voz: “A IA organiza e prioriza usando critérios metodológicos explícitos — não apenas uma lista gerada.”,COPY/AUDIOVISUAL,,,,Pronto para produção conceitual.,Substituir “capacidade” por “tempo e atenção” se testes jurídicos pedirem claim menos cognitivo.,ATIVO,P1 + P2 — Multiprojeto / knowledge worker,TOFU/MOFU — Aquisição,P4 — IA com método,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Vídeo/ads,Agente sugere sequência e mostra “por quê”. Voz: “A IA organiza e prioriza usando critérios metodológicos explícitos — não apenas uma lista gerada.”
MI-094,SCRIPT,Roteiros,Manifesto institucional,ROTEIRO,Filme Manifesto 60s,5,TEXTO GERADO,30–38s,"Tela reduz para a ação atual. Voz: “Você vê o necessário para agora, sem perder o sistema ao qual aquilo pertence.”",COPY/AUDIOVISUAL,,,,Pronto para produção conceitual.,Substituir “capacidade” por “tempo e atenção” se testes jurídicos pedirem claim menos cognitivo.,ATIVO,P2 — Knowledge worker sobrecarregado,TOFU/MOFU — Aquisição,P2 — Próxima ação clara,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Vídeo/ads,"Tela reduz para a ação atual. Voz: “Você vê o necessário para agora, sem perder o sistema ao qual aquilo pertence.”"
MI-095,SCRIPT,Roteiros,Manifesto institucional,ROTEIRO,Filme Manifesto 60s,6,TEXTO GERADO,38–46s,Pessoa alterna entre caderno e app; contexto permanece sincronizado. Voz: “Digital e analógico podem fazer parte do mesmo fluxo de execução.”,COPY/AUDIOVISUAL,,,,Pronto para produção conceitual.,Substituir “capacidade” por “tempo e atenção” se testes jurídicos pedirem claim menos cognitivo.,ATIVO,P2 — Knowledge worker sobrecarregado,TOFU/MOFU — Aquisição,P3 — Contexto preservado,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Vídeo/ads,Pessoa alterna entre caderno e app; contexto permanece sincronizado. Voz: “Digital e analógico podem fazer parte do mesmo fluxo de execução.”
MI-096,SCRIPT,Roteiros,Manifesto institucional,ROTEIRO,Filme Manifesto 60s,7,TEXTO GERADO,46–53s,"Página “Metodologia” mostra camadas: evidência científica, ergonomia, PMI/práticas, hipóteses em validação. Voz: “E nossa metodologia é pública.”",COPY/AUDIOVISUAL,,,,Pronto para produção conceitual.,Substituir “capacidade” por “tempo e atenção” se testes jurídicos pedirem claim menos cognitivo.,ATIVO,P2 — Knowledge worker sobrecarregado,TOFU/MOFU — Aquisição,P5 — Transparência e confiança,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Vídeo/ads,"Página “Metodologia” mostra camadas: evidência científica, ergonomia, PMI/práticas, hipóteses em validação. Voz: “E nossa metodologia é pública.”"
MI-097,SCRIPT,Roteiros,Manifesto institucional,ROTEIRO,Filme Manifesto 60s,8,TEXTO GERADO,53–60s,"Usuário conclui ação, fecha o app e volta ao trabalho. Voz: “Menos energia administrando o trabalho. Mais capacidade para executá-lo. Executor App.”",COPY/AUDIOVISUAL,,,,Pronto para produção conceitual.,Substituir “capacidade” por “tempo e atenção” se testes jurídicos pedirem claim menos cognitivo.,ATIVO,P2 — Knowledge worker sobrecarregado,TOFU/MOFU — Aquisição,P4 — IA com método,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Vídeo/ads,"Usuário conclui ação, fecha o app e volta ao trabalho. Voz: “Menos energia administrando o trabalho. Mais capacidade para executá-lo. Executar App.”"
MI-098,SCRIPT,Roteiros,Demonstração de produto,ROTEIRO,Demo Produto 45s,1,TEXTO GERADO,00–05s,Tela: usuário escreve um objetivo em linguagem natural. Texto: “1. Diga o resultado.”,COPY/AUDIOVISUAL,,,,Pronto para protótipo/animação.,"A tela “três passos” deve ser apresentada como metodologia do produto, não ciência estabelecida.",ATIVO,P2 — Knowledge worker sobrecarregado,MOFU/BOFU — Prova,P1 — Menos trabalho antes do trabalho,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Vídeo/ads,Tela: usuário escreve um objetivo em linguagem natural. Texto: “1. Diga o resultado.”
MI-099,SCRIPT,Roteiros,Demonstração de produto,ROTEIRO,Demo Produto 45s,2,TEXTO GERADO,05–12s,Agente gera entregáveis e estrutura do projeto. Texto: “2. O sistema estrutura.”,COPY/AUDIOVISUAL,,,,Pronto para protótipo/animação.,"A tela “três passos” deve ser apresentada como metodologia do produto, não ciência estabelecida.",ATIVO,P1 + P2 — Multiprojeto / knowledge worker,MOFU/BOFU — Prova,P4 — IA com método,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Vídeo/ads,Agente gera entregáveis e estrutura do projeto. Texto: “2. O sistema estrutura.”
MI-100,SCRIPT,Roteiros,Demonstração de produto,ROTEIRO,Demo Produto 45s,3,TEXTO GERADO,12–19s,"Sistema converte em workflows, tarefas e próximas ações. Texto: “3. Você executa.”",COPY/AUDIOVISUAL,,,,Pronto para protótipo/animação.,"A tela “três passos” deve ser apresentada como metodologia do produto, não ciência estabelecida.",ATIVO,P1 + P2 — Multiprojeto / knowledge worker,MOFU/BOFU — Prova,P4 — IA com método,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Vídeo/ads,"Sistema converte em workflows, tarefas e próximas ações. Texto: “3. Você executa.”"
MI-101,SCRIPT,Roteiros,Demonstração de produto,ROTEIRO,Demo Produto 45s,4,TEXTO GERADO,19–27s,Tela de execução exibe uma ação e os três próximos passos; usuário pode expandir contexto quando quiser.,COPY/AUDIOVISUAL,,,,Pronto para protótipo/animação.,"A tela “três passos” deve ser apresentada como metodologia do produto, não ciência estabelecida.",ATIVO,P2 — Knowledge worker sobrecarregado,MOFU/BOFU — Prova,P3 — Contexto preservado,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Vídeo/ads,Tela de execução exibe uma ação e os três próximos passos; usuário pode expandir contexto quando quiser.
MI-102,SCRIPT,Roteiros,Demonstração de produto,ROTEIRO,Demo Produto 45s,5,TEXTO GERADO,27–34s,"Usuário retorna horas depois; o sistema mostra ponto de retomada, prioridade e justificativa.",COPY/AUDIOVISUAL,,,,Pronto para protótipo/animação.,"A tela “três passos” deve ser apresentada como metodologia do produto, não ciência estabelecida.",ATIVO,P2 — Knowledge worker sobrecarregado,MOFU/BOFU — Prova,P3 — Contexto preservado,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Vídeo/ads,"Usuário retorna horas depois; o sistema mostra ponto de retomada, prioridade e justificativa."
MI-103,SCRIPT,Roteiros,Demonstração de produto,ROTEIRO,Demo Produto 45s,6,TEXTO GERADO,34–40s,Página metodologia: “Evidência direta / indireta / prática consolidada / hipótese em validação”.,COPY/AUDIOVISUAL,,,,Pronto para protótipo/animação.,"A tela “três passos” deve ser apresentada como metodologia do produto, não ciência estabelecida.",ATIVO,P2 — Knowledge worker sobrecarregado,MOFU/BOFU — Prova,P5 — Transparência e confiança,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Vídeo/ads,Página metodologia: “Evidência direta / indireta / prática consolidada / hipótese em validação”.
MI-104,SCRIPT,Roteiros,Demonstração de produto,ROTEIRO,Demo Produto 45s,7,TEXTO GERADO,40–45s,Packshot: “Executor App — Organizar é função do sistema. Executar é função sua.”,COPY/AUDIOVISUAL,,,,Pronto para protótipo/animação.,"A tela “três passos” deve ser apresentada como metodologia do produto, não ciência estabelecida.",ATIVO,P2 — Knowledge worker sobrecarregado,MOFU/BOFU — Prova,P1 — Menos trabalho antes do trabalho,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Vídeo/ads,Packshot: “Executar App — Organizar é função do sistema. Executar é função sua.”
MI-105,WEB,Website,Landing e metodologia,COPY,Website Mestre,1,TEXTO GERADO,Hero eyebrow,Sistema metodológico de execução,COPY,,,,Pronto para arquitetura de conteúdo.,Revisar alegações clínicas/jurídicas antes da publicação final.,ATIVO,P2 — Knowledge worker sobrecarregado,TOFU — Awareness,P1 — Menos trabalho antes do trabalho,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Website/landing page,Sistema metodológico de execução
MI-106,WEB,Website,Landing e metodologia,COPY,Website Mestre,2,TEXTO GERADO,Hero headline,O aplicativo desenhado para você sair dele.,COPY,,,,Pronto para arquitetura de conteúdo.,Revisar alegações clínicas/jurídicas antes da publicação final.,ATIVO,P2 — Knowledge worker sobrecarregado,TOFU — Awareness,P1 — Menos trabalho antes do trabalho,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Website/landing page,O aplicativo desenhado para você sair dele.
MI-107,WEB,Website,Landing e metodologia,COPY,Website Mestre,3,TEXTO GERADO,Hero body,"O Executor App reduz o trabalho de priorizar, organizar, estruturar e recapitular para que você encontre a próxima ação com menos fricção.",COPY,,,,Pronto para arquitetura de conteúdo.,Revisar alegações clínicas/jurídicas antes da publicação final.,ATIVO,P2 — Knowledge worker sobrecarregado,TOFU — Awareness,P4 — IA com método,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Website/landing page,"O Executar App reduz o trabalho de priorizar, organizar, estruturar e recapitular para que você encontre a próxima ação com menos fricção."
MI-108,WEB,Website,Landing e metodologia,COPY,Website Mestre,4,TEXTO GERADO,Metodologia title,Não é minimalismo. É arquitetura deliberada.,COPY,,,,Pronto para arquitetura de conteúdo.,Revisar alegações clínicas/jurídicas antes da publicação final.,ATIVO,P2 — Knowledge worker sobrecarregado,MOFU — Consideração,P5 — Transparência e confiança,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Website/landing page,Não é minimalismo. É arquitetura deliberada.
MI-109,WEB,Website,Landing e metodologia,COPY,Website Mestre,5,TEXTO GERADO,Metodologia body,"Quantidade de informação, linguagem, hierarquia e automação são decisões metodológicas. Publicamos o que é sustentado por evidência, o que vem de práticas consolidadas e o que ainda está em validação.",COPY,,,,Pronto para arquitetura de conteúdo.,Revisar alegações clínicas/jurídicas antes da publicação final.,ATIVO,P2 — Knowledge worker sobrecarregado,MOFU — Consideração,P5 — Transparência e confiança,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Website/landing page,"Quantidade de informação, linguagem, hierarquia e automação são decisões metodológicas. Publicamos o que é sustentado por evidência, o que vem de práticas consolidadas e o que ainda está em validação."
MI-110,WEB,Website,Landing e metodologia,COPY,Website Mestre,6,TEXTO GERADO,IA title,A IA não decide sem método.,COPY,,,,Pronto para arquitetura de conteúdo.,Revisar alegações clínicas/jurídicas antes da publicação final.,ATIVO,P2 — Knowledge worker sobrecarregado,MOFU — Consideração,P4 — IA com método,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Website/landing page,A IA não decide sem método.
MI-111,WEB,Website,Landing e metodologia,COPY,Website Mestre,7,TEXTO GERADO,IA body,"Agentes especialistas transformam objetivos em entregáveis, workflows, tarefas e ações usando critérios explícitos de gestão e execução.",COPY,,,,Pronto para arquitetura de conteúdo.,Revisar alegações clínicas/jurídicas antes da publicação final.,ATIVO,P1 + P2 — Multiprojeto / knowledge worker,MOFU — Consideração,P4 — IA com método,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Website/landing page,"Agentes especialistas transformam objetivos em entregáveis, workflows, tarefas e ações usando critérios explícitos de gestão e execução."
MI-112,WEB,Website,Landing e metodologia,COPY,Website Mestre,8,TEXTO GERADO,Neurodivergência title,Desenhado para reduzir trabalho executivo desnecessário.,COPY,,,,Pronto para arquitetura de conteúdo.,Revisar alegações clínicas/jurídicas antes da publicação final.,ATIVO,P1 — Profissional neurodivergente multiprojeto,MOFU — Consideração,P4 — IA com método,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Website/landing page,Desenhado para reduzir trabalho executivo desnecessário.
MI-113,WEB,Website,Landing e metodologia,COPY,Website Mestre,9,TEXTO GERADO,Neurodivergência body,"O Executor considera desafios que podem envolver memória de trabalho, planejamento, priorização, retomada e troca de contexto — sem presumir que todas as pessoas neurodivergentes funcionem da mesma forma.",COPY,,,,Pronto para arquitetura de conteúdo.,Revisar alegações clínicas/jurídicas antes da publicação final.,ATIVO,P1 — Profissional neurodivergente multiprojeto,MOFU — Consideração,P4 — IA com método,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Website/landing page,"O Executar considera desafios que podem envolver memória de trabalho, planejamento, priorização, retomada e troca de contexto — sem presumir que todas as pessoas neurodivergentes funcionem da mesma forma."
MI-114,WEB,Website,Landing e metodologia,COPY,Website Mestre,10,TEXTO GERADO,Evidence title,Cada feature tem uma razão.,COPY,,,,Pronto para arquitetura de conteúdo.,Revisar alegações clínicas/jurídicas antes da publicação final.,ATIVO,P2 — Knowledge worker sobrecarregado,MOFU — Consideração,P1 — Menos trabalho antes do trabalho,C0 — Posicionamento/linguagem,BAIXO,PERMITIDO,Website/landing page,Cada feature tem uma razão.
MI-115,WEB,Website,Landing e metodologia,COPY,Website Mestre,11,TEXTO GERADO,Evidence body,"A metodologia conecta funcionalidade, risco cognitivo ou operacional, princípio de design e fonte de sustentação.",COPY,,,,Pronto para arquitetura de conteúdo.,Revisar alegações clínicas/jurídicas antes da publicação final.,ATIVO,P2 — Knowledge worker sobrecarregado,MOFU — Consideração,P5 — Transparência e confiança,C0 — Posicionamento/linguagem,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Website/landing page,"A metodologia conecta funcionalidade, risco cognitivo ou operacional, princípio de design e fonte de sustentação."
MI-116,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,1,EVIDÊNCIA EXTERNA,S01,ISO 9241-210:2019 — Human-centred design for interactive systems,FONTE,,,,Fonte: https://www.iso.org/standard/77520.html,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P2 — Knowledge worker sobrecarregado,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,BAIXO — uso interno/metodológico,SUPORTE — não é copy principal,Governança/rodapé/metodologia,ISO 9241-210:2019 — Human-centred design for interactive systems
MI-117,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,2,EVIDÊNCIA EXTERNA,S02,ISO 9241-110:2020 — Interaction principles,FONTE,,,,Fonte: https://www.iso.org/standard/75258.html,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P2 — Knowledge worker sobrecarregado,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,BAIXO — uso interno/metodológico,SUPORTE — não é copy principal,Governança/rodapé/metodologia,ISO 9241-110:2020 — Interaction principles
MI-118,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,3,EVIDÊNCIA EXTERNA,S03,PMI — PMBOK Guide Seventh Edition overview,FONTE,,,,Fonte: https://www.pmi.org/es-es/brasil/sitecore/content/home/standards/pmbok,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P2 — Knowledge worker sobrecarregado,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,BAIXO — uso interno/metodológico,SUPORTE — não é copy principal,Governança/rodapé/metodologia,PMI — PMBOK Guide Seventh Edition overview
MI-119,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,4,EVIDÊNCIA EXTERNA,S04,PMI — Tailoring Process as Outlined in PMBOK Guide Seventh Edition,FONTE,,,,Fonte: https://www.pmi.org/-/media/pmi/documents/public/pdf/pmbok-standards/pmi-tailoring.pdf?rev=10d5c35b229d458580524efc55efc056,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P2 — Knowledge worker sobrecarregado,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,BAIXO — uso interno/metodológico,SUPORTE — não é copy principal,Governança/rodapé/metodologia,PMI — Tailoring Process as Outlined in PMBOK Guide Seventh Edition
